latitude,longitude,dU,dP
65.4,-16.679999999999918,-10.373281238985463,-27.83296024590116
65.4,-16.669999999999916,-10.206348843140395,-26.18400492600947
65.4,-16.659999999999915,-9.670393565313821,-25.97136052444871
65.4,-16.649999999999913,-9.785722884507086,-26.838726819911518
65.4,-16.63999999999991,-8.936472403675424,-25.33632022759327
65.4,-16.62999999999991,-9.33754320194287,-24.98432536861885
65.4,-16.61999999999991,-7.7706449749815025,-23.937691160214563
65.4,-16.609999999999907,-7.066643571811974,-22.155443216177652
65.4,-16.599999999999905,-5.8535538925125685,-19.53667587561241
65.4,-16.589999999999904,-7.214194455794935,-20.465354938749336
65.4,-16.579999999999902,-5.488402672540216,-19.676403269789468
65.4,-16.5699999999999,-4.532093608491632,-18.290244133325917
65.4,-16.5599999999999,-5.3060729401095195,-19.515547256912917
65.4,-16.549999999999898,-5.342593271498493,-19.521374606606894
65.4,-16.539999999999896,-5.284370265524566,-19.79713918220713
65.4,-16.529999999999895,-4.389808591432716,-17.920662523165767
65.4,-16.519999999999893,-3.4866193909069456,-16.720204886221513
65.4,-16.50999999999989,-4.017895743017288,-17.123246404148183
65.4,-16.49999999999989,-4.231535502609715,-17.95127341463825
65.4,-16.48999999999989,-4.928620619914154,-19.77222112317477
65.4,-16.479999999999887,-4.871688264785465,-20.08155632307013
65.4,-16.469999999999885,-4.40908804406846,-19.142344455090264
65.4,-16.459999999999884,-3.0020408149546354,-17.751576970121167
65.4,-16.449999999999882,-1.7586454296285912,-16.19217883681985
65.4,-16.43999999999988,-0.9563486453870765,-15.663252361231496
65.4,-16.42999999999988,-1.805522392053469,-17.006573556326742
65.4,-16.419999999999877,-1.3692037219676678,-16.01197821689892
65.4,-16.409999999999876,-1.7620061846224684,-16.56572622850549
65.4,-16.399999999999874,-0.7255289714027874,-14.675038399429804
65.41000000000001,-16.68999999999992,-9.736420612559616,-25.475389529142983
65.41000000000001,-16.679999999999918,-9.820991499361725,-25.97398082846484
65.41000000000001,-16.669999999999916,-9.659406703659764,-25.93465266836967
65.41000000000001,-16.659999999999915,-8.654224989107272,-23.86104501378418
65.41000000000001,-16.649999999999913,-9.405874606176287,-25.581494616459924
65.41000000000001,-16.63999999999991,-9.09142220661067,-24.5073852498125
65.41000000000001,-16.62999999999991,-9.123381224544811,-24.42761498602558
65.41000000000001,-16.61999999999991,-8.992912459428844,-24.606816888675123
65.41000000000001,-16.609999999999907,-8.341430667546193,-24.23156043150724
65.41000000000001,-16.599999999999905,-7.438635133310061,-22.94798343280724
65.41000000000001,-16.589999999999904,-6.46448663197472,-20.96673628208264
65.41000000000001,-16.579999999999902,-6.370665560440185,-20.84255388872619
65.41000000000001,-16.5699999999999,-5.615417100357133,-19.216678414288076
65.41000000000001,-16.5599999999999,-5.231574791012501,-19.363253082387853
65.41000000000001,-16.549999999999898,-5.419626048961676,-19.274088562271587
65.41000000000001,-16.539999999999896,-5.005542271600312,-19.14080112117727
65.41000000000001,-16.529999999999895,-4.751769915412547,-18.33066977860656
65.41000000000001,-16.519999999999893,-4.656212406053906,-18.186732923564087
65.41000000000001,-16.50999999999989,-3.675327235957618,-16.39565426601029
65.41000000000001,-16.49999999999989,-4.495688398676729,-17.99946131275594
65.41000000000001,-16.48999999999989,-4.547601461980832,-18.74035029284197
65.41000000000001,-16.479999999999887,-4.086522918723422,-18.586170266033903
65.41000000000001,-16.469999999999885,-3.6159418234931606,-18.289923394920358
65.41000000000001,-16.459999999999884,-2.6540089673026697,-17.274798156446618
65.41000000000001,-16.449999999999882,-1.4194726549189371,-15.12294833399474
65.41000000000001,-16.43999999999988,-1.616410712017801,-16.356199745337616
65.41000000000001,-16.42999999999988,-1.7250311126770232,-16.345602527203106
65.41000000000001,-16.419999999999877,-0.6899297036065191,-14.266336804934724
65.41000000000001,-16.409999999999876,-0.9770041636452464,-15.080336666520616
65.41000000000001,-16.399999999999874,-0.6864911402284016,-14.353913991154627
65.41000000000001,-16.389999999999873,-0.5034345155707088,-14.042914712594678
65.41000000000001,-16.37999999999987,-0.05378701698986737,-13.390178499843818
65.41000000000001,-16.36999999999987,0.1828865063876098,-12.827943862142718
65.41000000000001,-16.359999999999868,0.44680132848322607,-13.026564567813939
65.41000000000001,-16.349999999999866,1.3579898717736703,-11.249536105663722
65.41000000000001,-16.339999999999865,1.8333769674926665,-10.426784791905261
65.41000000000001,-16.329999999999863,1.7173541427860892,-10.910687393569154
65.41000000000001,-16.31999999999986,1.7509708278628229,-10.990773578817866
65.41000000000001,-16.30999999999986,1.9736042846597346,-11.011047735456183
65.42000000000002,-16.68999999999992,-9.78198262645329,-25.94313958226939
65.42000000000002,-16.679999999999918,-10.330711664949837,-26.51864492140683
65.42000000000002,-16.669999999999916,-7.976930612835336,-22.876883431810064
65.42000000000002,-16.659999999999915,-9.061534641564114,-25.283570268547113
65.42000000000002,-16.649999999999913,-9.4730803170779,-24.861080521209587
65.42000000000002,-16.63999999999991,-7.548468702506845,-21.45487541239293
65.42000000000002,-16.62999999999991,-8.164112437634797,-21.72481685835518
65.42000000000002,-16.61999999999991,-8.424210690396253,-22.914179623537127
65.42000000000002,-16.609999999999907,-8.155180645383387,-23.665426134102955
65.42000000000002,-16.599999999999905,-7.800833514360503,-22.913025243997975
65.42000000000002,-16.589999999999904,-7.391965733904494,-22.6413154049448
65.42000000000002,-16.579999999999902,-7.093137371090866,-22.189457139075525
65.42000000000002,-16.5699999999999,-6.5228541679630885,-21.486983246696326
65.42000000000002,-16.5599999999999,-5.794768885434286,-20.13563494960709
65.42000000000002,-16.549999999999898,-5.803328501837557,-20.33343125425214
65.42000000000002,-16.539999999999896,-4.9532869151447,-19.410298148961875
65.42000000000002,-16.529999999999895,-4.396425668069984,-18.0176524683374
65.42000000000002,-16.519999999999893,-3.984589171075348,-16.91212174772419
65.42000000000002,-16.50999999999989,-3.710557753432066,-15.956582081561644
65.42000000000002,-16.49999999999989,-4.05055468826689,-17.120856325807033
65.42000000000002,-16.48999999999989,-4.272657302731287,-18.192004359291314
65.42000000000002,-16.479999999999887,-3.838731411173038,-17.313136678699703
65.42000000000002,-16.469999999999885,-2.9913372773445435,-16.8098306797457
65.42000000000002,-16.459999999999884,-2.414465575834824,-16.543699359656202
65.42000000000002,-16.449999999999882,-1.9902289735046792,-15.931148602688907
65.42000000000002,-16.43999999999988,-1.6257471105399115,-15.540517727818894
65.42000000000002,-16.42999999999988,-1.680282088563243,-15.233238256330637
65.42000000000002,-16.419999999999877,-1.4437294171516988,-14.480243299265872
65.42000000000002,-16.409999999999876,-0.19268315312250126,-12.200072241711883
65.42000000000002,-16.399999999999874,-0.5674074056957077,-13.425812488681075
65.42000000000002,-16.389999999999873,-0.5022735910304349,-13.365698437694384
65.42000000000002,-16.37999999999987,-0.07009707097624812,-13.055757887273668
65.42000000000002,-16.36999999999987,0.2997531696491965,-12.345515692267629
65.42000000000002,-16.359999999999868,0.636698783483112,-12.467617250683617
65.42000000000002,-16.349999999999866,1.0841123260097363,-12.015714307761323
65.42000000000002,-16.339999999999865,1.3814094482097687,-11.724230731245141
65.42000000000002,-16.329999999999863,1.7285289483505069,-11.4390944687705
65.42000000000002,-16.31999999999986,1.9093501410526814,-10.6892256383929
65.42000000000002,-16.30999999999986,1.955840625294026,-10.759890197152314
65.43000000000002,-16.69999999999992,-10.052072004484687,-26.10034258007581
65.43000000000002,-16.68999999999992,-9.467957363954476,-25.62827954957248
65.43000000000002,-16.679999999999918,-9.20592436390325,-25.34058239013855
65.43000000000002,-16.669999999999916,-11.072798433881722,-26.418397854638414
65.43000000000002,-16.659999999999915,-11.16622080095174,-27.897087664660496
65.43000000000002,-16.649999999999913,-7.178578925579506,-19.78990590626538
65.43000000000002,-16.63999999999991,-6.221937251029037,-17.139352128186747
65.43000000000002,-16.62999999999991,-4.459534726150094,-15.180174301681479
65.43000000000002,-16.61999999999991,-5.908864919486708,-17.219614977544982
65.43000000000002,-16.609999999999907,-6.927880984649323,-20.015006971275664
65.43000000000002,-16.599999999999905,-6.867963959604819,-20.06326536995703
65.43000000000002,-16.589999999999904,-6.675178161692577,-20.294150873065337
65.43000000000002,-16.579999999999902,-5.973019226970284,-19.409104237522328
65.43000000000002,-16.5699999999999,-5.905789747073135,-19.552903973578623
65.43000000000002,-16.5599999999999,-5.833503053169585,-19.979024721604354
65.43000000000002,-16.549999999999898,-5.347641034572891,-19.358120487183367
65.43000000000002,-16.539999999999896,-4.094986393966922,-17.41196302426642
65.43000000000002,-16.529999999999895,-4.2055025830433195,-17.608633438116318
65.43000000000002,-16.519999999999893,-3.804548571650287,-16.245082415966454
65.43000000000002,-16.50999999999989,-3.692335164587028,-15.839083691431219
65.43000000000002,-16.49999999999989,-4.311493530955867,-17.318598163788664
65.43000000000002,-16.48999999999989,-4.221343293196312,-17.600673871507055
65.43000000000002,-16.479999999999887,-4.442198200744247,-18.049675451915512
65.43000000000002,-16.469999999999885,-3.7237246167191524,-17.686707400000657
65.43000000000002,-16.459999999999884,-3.1152193938535517,-16.765477434642776
65.43000000000002,-16.449999999999882,-2.553711712313681,-16.05188784418527
65.43000000000002,-16.43999999999988,-1.6369141586096374,-14.583884670479684
